City,District,Region,State,Zip
"Miami, FL",District #10,East,FL,33156
"Miami, FL",District #10,East,FL,33157
"Miami, FL",District #10,East,FL,33158
"Miami, FL",District #10,East,FL,33159
"Miami, FL",District #10,East,FL,33161
"Miami, FL",District #10,East,FL,33162
"Miami, FL",District #10,East,FL,33163
"Miami, FL",District #10,East,FL,33164
"Miami, FL",District #10,East,FL,33165
"Miami, FL",District #10,East,FL,33166
"Miami, FL",District #10,East,FL,33167
"Miami, FL",District #10,East,FL,33168
"Miami, FL",District #10,East,FL,33169
"Miami, FL",District #10,East,FL,33170
"Miami, FL",District #10,East,FL,33172
"Miami, FL",District #10,East,FL,33173
"Miami, FL",District #10,East,FL,33174
"Miami, FL",District #10,East,FL,33175
"Miami, FL",District #10,East,FL,33176
"Miami, FL",District #10,East,FL,33177
"Miami, FL",District #10,East,FL,33178
"Miami, FL",District #10,East,FL,33179
"Miami, FL",District #10,East,FL,33180
"Miami, FL",District #10,East,FL,33181
"Miami, FL",District #10,East,FL,33182
"Miami, FL",District #10,East,FL,33183
"Miami, FL",District #10,East,FL,33184
"Miami, FL",District #10,East,FL,33185
"Miami, FL",District #10,East,FL,33186
"Miami, FL",District #10,East,FL,33187
"Miami, FL",District #10,East,FL,33188
"Miami, FL",District #10,East,FL,33189
"Miami, FL",District #10,East,FL,33190
"Miami, FL",District #10,East,FL,33193
"Miami, FL",District #10,East,FL,33194
"Miami, FL",District #10,East,FL,33195
"Miami, FL",District #10,East,FL,33196
"Miami, FL",District #10,East,FL,33197
"Miami, FL",District #10,East,FL,33199
"Miami, FL",District #10,East,FL,33206
"Miami, FL",District #10,East,FL,33222
"Miami, FL",District #10,East,FL,33231
"Miami, FL",District #10,East,FL,33233
"Miami, FL",District #10,East,FL,33234
"Miami, FL",District #10,East,FL,33238
"Miami, FL",District #10,East,FL,33242
"Miami, FL",District #10,East,FL,33243
"Miami, FL",District #10,East,FL,33245
"Miami, FL",District #10,East,FL,33247
"Miami, FL",District #10,East,FL,33255
"Miami, FL",District #10,East,FL,33256
"Miami, FL",District #10,East,FL,33257
"Miami, FL",District #10,East,FL,33261
"Miami, FL",District #10,East,FL,33265
"Miami, FL",District #10,East,FL,33266
"Miami, FL",District #10,East,FL,33269
"Miami, FL",District #10,East,FL,33280
"Miami, FL",District #10,East,FL,33283
"Miami, FL",District #10,East,FL,33296
"Miami, FL",District #10,East,FL,33299
"Miami, IN",District #17,East,IN,46959
"Miami, MO",District #30,Central,MO,65344
"Miami, NM",District #39,West,NM,87729
"Miami, OK",District #21,Central,OK,74354
"Miami, OK",District #21,Central,OK,74355
"Miami, TX",District #21,Central,TX,79059
"Miami, WV",District #15,East,WV,25134
"Miamisburg, OH",District #16,East,OH,45342
"Miamisburg, OH",District #16,East,OH,45343
"Miamitown, OH",District #16,East,OH,45041
"Miamiville, OH",District #16,East,OH,45147
"Mica, WA",District #33,West,WA,99023
"Micanopy, FL",District #12,East,FL,32667
"Micaville, NC",District #11,East,NC,28755
"Michael, IL",District #29,Central,IL,62065
"Michie, TN",District #25,Central,TN,38357
"Michigamme, MI",District #26,Central,MI,49861
"Michigan Center, MI",District #18,East,MI,49254
"Michigan City, IN",District #17,East,IN,46360
"Michigan City, IN",District #17,East,IN,46361
"Michigan City, MS",District #25,Central,MS,38647
"Michigan, ND",District #32,Central,ND,58259
"Michigantown, IN",District #17,East,IN,46057
"Mickleton, NJ",District #04,East,NJ,08056
"Mico, TX",District #23,Central,TX,78056
"Micro, NC",District #08,East,NC,27555
"Mid Florida, FL",District #12,East,FL,32745
"Mid Florida, FL",District #12,East,FL,32799
"Middle Amana, IA",District #27,Central,IA,52307
"Middle Bass, OH",District #14,East,OH,43446
"Middle Brook, MO",District #29,Central,MO,63656
"Middle Falls, NY",District #01,East,NY,12848
"Middle Granville, NY",District #01,East,NY,12849
"Middle Grove, NY",District #01,East,NY,12850
"Middle Haddam, CT",District #02,East,CT,06456
"Middle Island, NY",District #03,East,NY,11953
"Middle Point, OH",District #16,East,OH,45863
"Middle River, MD",District #05,East,MD,21220
"Middle River, MN",District #32,Central,MN,56737
"Middle Village, NY",District #03,East,NY,11379
"Middleboro, MA",District #02,East,MA,02344
"Middleboro, MA",District #02,East,MA,02346
"Middleboro, MA",District #02,East,MA,02349
"Middlebourne, WV",District #15,East,WV,26149
"Middlebranch, OH",District #14,East,OH,44652
"Middlebrook, VA",District #07,East,VA,24459
"Middleburg, FL",District #12,East,FL,32050
"Middleburg, FL",District #12,East,FL,32068
"Middleburg, KY",District #19,East,KY,42541
"Middleburg, NC",District #08,East,NC,27556
"Middleburg, OH",District #15,East,OH,43336
"Middleburg, PA",District #06,East,PA,17842
"Middleburg, VA",District #07,East,VA,20117
"Middleburg, VA",District #07,East,VA,20118
"Middleburgh, NY",District #01,East,NY,12122
"Middlebury Center, PA",District #06,East,PA,16935
"Middlebury, CT",District #02,East,CT,06762
"Middlebury, IN",District #17,East,IN,46540
"Middlefield, CT",District #02,East,CT,06455
"Middlefield, MA",District #01,East,MA,01243
"Middlefield, OH",District #14,East,OH,44062
"Middleport, NY",District #06,East,NY,14105
"Middleport, OH",District #15,East,OH,45760
"Middleport, PA",District #03,East,PA,17953
"Middlesboro, KY",District #19,East,KY,40965
"Middlesex, NC",District #08,East,NC,27557
"Middlesex, NJ",District #04,East,NJ,08846
"Middlesex, NY",District #06,East,NY,14507
"Middleton, ID",District #33,West,ID,83644
"Middleton, MI",District #18,East,MI,48856
"Middleton, TN",District #25,Central,TN,38052
"Middleton, WI",District #27,Central,WI,53562
"Middletown Springs, VT",District #01,East,VT,05757
"Middletown, CA",District #36,West,CA,95461
"Middletown, CT",District #02,East,CT,06457
"Middletown, CT",District #02,East,CT,06459
"Middletown, DE",District #04,East,DE,19709
"Middletown, IA",District #29,Central,IA,52638
"Middletown, IL",District #29,Central,IL,62666
"Middletown, IN",District #17,East,IN,47356
"Middletown, MD",District #05,East,MD,21769
"Middletown, MO",District #29,Central,MO,63359
"Middletown, NJ",District #04,East,NJ,07748
"Middletown, NY",District #01,East,NY,10940
"Middletown, NY",District #01,East,NY,10941
"Middletown, OH",District #16,East,OH,45042
"Middletown, OH",District #16,East,OH,45044
"Middletown, PA",District #05,East,PA,17057
"Middletown, RI",District #02,East,RI,02842
"Middletown, VA",District #07,East,VA,22645
"Middletown, VA",District #07,East,VA,22649
"Middleville, MI",District #18,East,MI,49333
"Middleville, NJ",District #03,East,NJ,07855
"Middleville, NY",District #01,East,NY,13406
"Midfield, TX",District #23,Central,TX,77458
"Midkiff, TX",District #22,Central,TX,79755
"Midkiff, WV",District #15,East,WV,25540
"Midland City, AL",District #09,East,AL,36350
"Midland Park, NJ",District #03,East,NJ,07432
"Midland, AR",District #25,Central,AR,72945
"Midland, GA",District #09,East,GA,31820
"Midland, IN",District #17,East,IN,47445
"Midland, MD",District #13,East,MD,21542
"Midland, MI",District #18,East,MI,48640
"Midland, MI",District #18,East,MI,48641
"Midland, MI",District #18,East,MI,48642
"Midland, MI",District #18,East,MI,48667
"Midland, MI",District #18,East,MI,48670
"Midland, MI",District #18,East,MI,48674
"Midland, MI",District #18,East,MI,48686
"Midland, NC",District #11,East,NC,28107
"Midland, OH",District #16,East,OH,45148
"Midland, OR",District #35,West,OR,97634
"Midland, PA",District #13,East,PA,15059
"Midland, SD",District #32,Central,SD,57552
"Midland, TX",District #22,Central,TX,79701
"Midland, TX",District #22,Central,TX,79702
"Midland, TX",District #22,Central,TX,79703
"Midland, TX",District #22,Central,TX,79704
"Midland, TX",District #22,Central,TX,79705
"Midland, TX",District #22,Central,TX,79706
"Midland, TX",District #22,Central,TX,79707
"Midland, TX",District #22,Central,TX,79708
"Midland, TX",District #22,Central,TX,79710
"Midland, TX",District #22,Central,TX,79711
"Midland, TX",District #22,Central,TX,79712
"Midland, VA",District #07,East,VA,22728
"Midlothian, IL",District #31,Central,IL,60445
"Midlothian, MD",District #13,East,MD,21543
"Midlothian, TX",District #22,Central,TX,76065
"Midlothian, VA",District #07,East,VA,23112
"Midlothian, VA",District #07,East,VA,23113
"Midlothian, VA",District #07,East,VA,23114
"Midnight, MS",District #24,Central,MS,39115
"Midpines, CA",District #36,West,CA,95345
"Midvale, ID",District #33,West,ID,83645
"Midvale, OH",District #14,East,OH,44653
"Midvale, UT",District #33,West,UT,84047
"Midville, GA",District #11,East,GA,30441
"Midway City, CA",District #37,West,CA,92655
"Midway Park, NC",District #08,East,NC,28544
"Midway, AL",District #09,East,AL,36053
"Midway, AR",District #21,Central,AR,72651
"Midway, FL",District #12,East,FL,32343
"Midway, GA",District #11,East,GA,31320
"Midway, KY",District #16,East,KY,40347
"Midway, PA",District #13,East,PA,15060
"Midway, TN",District #19,East,TN,37809
"Midway, TX",District #23,Central,TX,75852
"Midway, UT",District #33,West,UT,84049
"Midway, WV",District #15,East,WV,25878
"Midwest, WY",District #32,Central,WY,82643
"Mifflin, PA",District #06,East,PA,17058
"Mifflinburg, PA",District #06,East,PA,17844
"Mifflintown, PA",District #06,East,PA,17059
"Mifflinville, PA",District #06,East,PA,18631
"Mikado, MI",District #18,East,MI,48745
"Mikana, WI",District #28,Central,WI,54857
"Mikkalo, OR",District #33,West,OR,97861
"Milaca, MN",District #28,Central,MN,56353
"Milam, TX",District #24,Central,TX,75959
"Milam, WV",District #07,East,WV,26838
"Milan, GA",District #12,East,GA,31060
"Milan, IL",District #27,Central,IL,61264
"Milan, IN",District #16,East,IN,47031
"Milan, KS",District #21,Central,KS,67105
"Milan, MI",District #18,East,MI,48160
"Milan, MN",District #32,Central,MN,56262
"Milan, MO",District #30,Central,MO,63556
"Milan, NM",District #39,West,NM,87021
"Milan, OH",District #14,East,OH,44846
"Milan, PA",District #06,East,PA,18831
"Milan, TN",District #25,Central,TN,38358
"Milano, TX",District #23,Central,TX,76556
"Milanville, PA",District #01,East,PA,18443
"Milbank, SD",District #32,Central,SD,57252
"Milburn, KY",District #25,Central,KY,42070
"Milburn, OK",District #22,Central,OK,73450
"Mildred, MT",District #32,Central,MT,59341
"Mildred, PA",District #06,East,PA,18632
"Miles City, MT",District #33,West,MT,59301
"Miles, IA",District #27,Central,IA,52064
"Miles, TX",District #22,Central,TX,76861
"Milesburg, PA",District #06,East,PA,16853
"Milesville, SD",District #32,Central,SD,57553
"Miley, SC",District #11,East,SC,29933
"Milfay, OK",District #21,Central,OK,74046
"Milford Center, OH",District #15,East,OH,43045
"Milford Square, PA",District #04,East,PA,18935
"Milford, CA",District #35,West,CA,96121
"Milford, CT",District #02,East,CT,06460
"Milford, CT",District #02,East,CT,06461
"Milford, DE",District #04,East,DE,19963
"Milford, IA",District #28,Central,IA,51351
"Milford, IL",District #31,Central,IL,60953
"Milford, IN",District #17,East,IN,46542
"Milford, KS",District #30,Central,KS,66514
"Milford, KY",District #16,East,KY,41061
"Milford, MA",District #02,East,MA,01757
"Milford, MI",District #18,East,MI,48380
"Milford, MI",District #18,East,MI,48381
"Milford, MO",District #21,Central,MO,64766
"Milford, NE",District #30,Central,NE,68405
"Milford, NJ",District #03,East,NJ,08848
"Milford, NY",District #01,East,NY,13807
"Milford, OH",District #16,East,OH,45150
"Milford, PA",District #01,East,PA,18337
"Milford, TX",District #22,Central,TX,76670
"Milford, UT",District #33,West,UT,84751
"Milford, VA",District #07,East,VA,22514
"Mill City, OR",District #34,West,OR,97360
"Mill Creek, CA",District #35,West,CA,96061
"Mill Creek, IN",District #17,East,IN,46365
"Mill Creek, OK",District #22,Central,OK,74856
"Mill Creek, PA",District #13,East,PA,17060
"Mill Creek, WA",District #34,West,WA,98082
"Mill Creek, WV",District #13,East,WV,26280
"Mill Hall, PA",District #06,East,PA,17751
"Mill Neck, NY",District #03,East,NY,11765
"Mill River, MA",District #01,East,MA,01244
"Mill Run, PA",District #13,East,PA,15464
"Mill Shoals, IL",District #25,Central,IL,62862
"Mill Spring, MO",District #25,Central,MO,63952
"Mill Spring, NC",District #11,East,NC,28756
"Mill Valley, CA",District #36,West,CA,94941
"Mill Valley, CA",District #36,West,CA,94942
"Mill Village, PA",District #06,East,PA,16427
"Milladore, WI",District #26,Central,WI,54454
"Millboro, VA",District #07,East,VA,24460
"Millbrae, CA",District #36,West,CA,94030
"Millbrook, AL",District #09,East,AL,36054
"Millbrook, IL",District #31,Central,IL,60536
"Millbrook, NY",District #01,East,NY,12545
"Millburn, NJ",District #04,East,NJ,07041
"Millbury, MA",District #02,East,MA,01527
"Millbury, OH",District #14,East,OH,43447
"Millcreek, IL",District #25,Central,IL,62961
"Milldale, CT",District #02,East,CT,06467
"Milledgeville, GA",District #09,East,GA,31059
"Milledgeville, GA",District #09,East,GA,31061
"Milledgeville, GA",District #09,East,GA,31062
"Milledgeville, IL",District #27,Central,IL,61051
"Milledgeville, OH",District #16,East,OH,43142
"Milledgeville, TN",District #25,Central,TN,38359
"Millen, GA",District #11,East,GA,30442
"Miller City, IL",District #25,Central,IL,62962
"Miller City, OH",District #16,East,OH,45864
"Miller Place, NY",District #03,East,NY,11764
"Miller, MO",District #21,Central,MO,65707
"Miller, NE",District #30,Central,NE,68858
"Miller, SD",District #32,Central,SD,57362
"Millers Creek, NC",District #08,East,NC,28651
"Millers Falls, MA",District #02,East,MA,01349
"Millers Tavern, VA",District #07,East,VA,23115
"Millersburg, IA",District #27,Central,IA,52308
"Millersburg, IN",District #17,East,IN,46543
"Millersburg, KY",District #16,East,KY,40348
"Millersburg, MI",District #18,East,MI,49759
"Millersburg, OH",District #14,East,OH,44654
"Millersburg, PA",District #05,East,PA,17061
"Millersport, OH",District #15,East,OH,43046
"Millerstown, PA",District #05,East,PA,17062
"Millersview, TX",District #22,Central,TX,76862
"Millersville, MD",District #05,East,MD,21108
"Millersville, MO",District #25,Central,MO,63766
"Millersville, PA",District #05,East,PA,17551
"Millerton, IA",District #30,Central,IA,50165
"Millerton, NY",District #01,East,NY,12546
"Millerton, OK",District #25,Central,OK,74750
"Millerton, PA",District #06,East,PA,16936
"Millerville, AL",District #09,East,AL,36267
"Millfield, OH",District #15,East,OH,45761
"Millheim, PA",District #06,East,PA,16854
"Millhousen, IN",District #17,East,IN,47261
"Millican, TX",District #23,Central,TX,77866
"Milligan College, TN",District #19,East,TN,37682
"Milligan, FL",District #09,East,FL,32537
"Milligan, NE",District #30,Central,NE,68406
"Milliken, CO",District #20,Central,CO,80543
"Millington, IL",District #31,Central,IL,60537
"Millington, MD",District #04,East,MD,21651
"Millington, MI",District #18,East,MI,48746
"Millington, NJ",District #04,East,NJ,07946
"Millington, TN",District #25,Central,TN,38053
"Millington, TN",District #25,Central,TN,38054
"Millington, TN",District #25,Central,TN,38055
"Millington, TN",District #25,Central,TN,38083
"Millis, MA",District #02,East,MA,02054
"Millmont, PA",District #06,East,PA,17845
"Millport, AL",District #19,East,AL,35576
"Millport, NY",District #01,East,NY,14864
"Millrift, PA",District #01,East,PA,18340
"Millry, AL",District #24,Central,AL,36558
"Mills River, NC",District #11,East,NC,28759
"Mills, NE",District #32,Central,NE,68753
"Mills, NM",District #39,West,NM,87730
"Mills, PA",District #06,East,PA,16937
"Mills, WY",District #32,Central,WY,82644
"Millsap, TX",District #22,Central,TX,76066
"Millsboro, DE",District #05,East,DE,19966
"Millsboro, PA",District #13,East,PA,15348
"Millstadt, IL",District #29,Central,IL,62260
"Millston, WI",District #26,Central,WI,54643
"Millstone Township, NJ",District #04,East,NJ,08510
"Millstone Township, NJ",District #04,East,NJ,08535
"Millstone, KY",District #19,East,KY,41838
"Millstone, WV",District #15,East,WV,25261
"Milltown, IN",District #16,East,IN,47145
"Milltown, MT",District #33,West,MT,59851
"Milltown, NJ",District #04,East,NJ,08850
"Milltown, WI",District #28,Central,WI,54858
"Millville, CA",District #35,West,CA,96062
"Millville, DE",District #05,East,DE,19967
"Millville, MA",District #02,East,MA,01529
"Millville, MN",District #28,Central,MN,55957
"Millville, NJ",District #04,East,NJ,08332
"Millville, PA",District #06,East,PA,17846
"Millville, UT",District #33,West,UT,84326
"Millville, WV",District #05,East,WV,25432
"Millwood, GA",District #12,East,GA,31552
"Millwood, KY",District #19,East,KY,42762
"Millwood, NY",District #03,East,NY,10546
"Millwood, VA",District #07,East,VA,22646
"Millwood, WV",District #15,East,WV,25262
"Milmay, NJ",District #04,East,NJ,08340
"Milmine, IL",District #29,Central,IL,61855
"Milner, GA",District #09,East,GA,30257
"Milnesand, NM",District #22,Central,NM,88125
"Milnesville, PA",District #03,East,PA,18239
"Milnor, ND",District #32,Central,ND,58060
"Milo, IA",District #30,Central,IA,50166
"Milo, MO",District #21,Central,MO,64767
"Milpitas, CA",District #36,West,CA,95035
"Milpitas, CA",District #36,West,CA,95036
"Milroy, IN",District #17,East,IN,46156
"Milroy, MN",District #28,Central,MN,56263
"Milroy, PA",District #06,East,PA,17063
"Milton Center, OH",District #16,East,OH,43541
"Milton Freewater, OR",District #33,West,OR,97862
"Milton, DE",District #04,East,DE,19968
"Milton, FL",District #09,East,FL,32570
"Milton, FL",District #09,East,FL,32571
"Milton, FL",District #09,East,FL,32572
"Milton, FL",District #09,East,FL,32583
"Milton, IA",District #29,Central,IA,52570
"Milton, IL",District #29,Central,IL,62352
"Milton, IN",District #16,East,IN,47357
"Milton, KS",District #21,Central,KS,67106
"Milton, KY",District #16,East,KY,40045
"Milton, LA",District #24,Central,LA,70558
"Milton, NC",District #08,East,NC,27305
"Milton, ND",District #32,Central,ND,58260
"Milton, NY",District #01,East,NY,12547
"Milton, PA",District #06,East,PA,17847
"Milton, TN",District #19,East,TN,37118
"Milton, WA",District #34,West,WA,98354
"Milton, WI",District #27,Central,WI,53563
"Milton, WV",District #15,East,WV,25541
"Miltona, MN",District #32,Central,MN,56354
"Miltonvale, KS",District #21,Central,KS,67466
"Milwaukee, WI",District #26,Central,WI,53201
"Milwaukee, WI",District #26,Central,WI,53202
"Milwaukee, WI",District #26,Central,WI,53203
"Milwaukee, WI",District #26,Central,WI,53204
"Milwaukee, WI",District #26,Central,WI,53205
"Milwaukee, WI",District #26,Central,WI,53206
"Milwaukee, WI",District #26,Central,WI,53207
"Milwaukee, WI",District #26,Central,WI,53208
"Milwaukee, WI",District #26,Central,WI,53209
"Milwaukee, WI",District #26,Central,WI,53210
"Milwaukee, WI",District #26,Central,WI,53211
"Milwaukee, WI",District #26,Central,WI,53212
"Milwaukee, WI",District #26,Central,WI,53213
"Milwaukee, WI",District #26,Central,WI,53214
"Milwaukee, WI",District #26,Central,WI,53215
"Milwaukee, WI",District #26,Central,WI,53216
"Milwaukee, WI",District #26,Central,WI,53217
"Milwaukee, WI",District #26,Central,WI,53218
"Milwaukee, WI",District #26,Central,WI,53219
"Milwaukee, WI",District #26,Central,WI,53220
"Milwaukee, WI",District #26,Central,WI,53221
"Milwaukee, WI",District #26,Central,WI,53222
"Milwaukee, WI",District #26,Central,WI,53223
"Milwaukee, WI",District #26,Central,WI,53224
"Milwaukee, WI",District #26,Central,WI,53225
"Milwaukee, WI",District #26,Central,WI,53226
"Milwaukee, WI",District #26,Central,WI,53227
"Milwaukee, WI",District #26,Central,WI,53228
"Milwaukee, WI",District #26,Central,WI,53233
"Milwaukee, WI",District #26,Central,WI,53234
"Milwaukee, WI",District #26,Central,WI,53237
"Milwaukee, WI",District #26,Central,WI,53259
"Milwaukee, WI",District #26,Central,WI,53263
"Milwaukee, WI",District #26,Central,WI,53267
"Milwaukee, WI",District #26,Central,WI,53268
"Milwaukee, WI",District #26,Central,WI,53274
"Milwaukee, WI",District #26,Central,WI,53278
"Milwaukee, WI",District #26,Central,WI,53288
"Milwaukee, WI",District #26,Central,WI,53290
"Milwaukee, WI",District #26,Central,WI,53293
"Milwaukee, WI",District #26,Central,WI,53295
"Mimbres, NM",District #39,West,NM,88049
"Mims, FL",District #12,East,FL,32754
"Mina, NV",District #35,West,NV,89422
"Minatare, NE",District #20,Central,NE,69356
"Minburn, IA",District #30,Central,IA,50167
"Minco, OK",District #21,Central,OK,73059
"Minden City, MI",District #18,East,MI,48456
"Minden, IA",District #30,Central,IA,51553
"Minden, LA",District #24,Central,LA,71055
"Minden, LA",District #24,Central,LA,71058
"Minden, NE",District #30,Central,NE,68959
"Minden, NV",District #35,West,NV,89423
"Minden, TX",District #24,Central,TX,75680
"Minden, WV",District #15,East,WV,25879
"Mindenmines, MO",District #21,Central,MO,64769
"Mindoro, WI",District #27,Central,WI,54644
"Mine Hill, NJ",District #03,East,NJ,07803
"Mineola, IA",District #30,Central,IA,51554
"Mineola, NY",District #03,East,NY,11501
"Mineola, TX",District #24,Central,TX,75773
"Mineral Bluff, GA",District #09,East,GA,30559
"Mineral City, OH",District #14,East,OH,44656
"Mineral Point, MO",District #29,Central,MO,63660
"Mineral Point, PA",District #13,East,PA,15942
"Mineral Point, WI",District #27,Central,WI,53565
"Mineral Ridge, OH",District #14,East,OH,44440
"Mineral Springs, AR",District #25,Central,AR,71851
"Mineral Springs, NC",District #11,East,NC,28108
"Mineral Springs, PA",District #13,East,PA,16855
"Mineral Wells, TX",District #22,Central,TX,76067
"Mineral Wells, TX",District #22,Central,TX,76068
"Mineral Wells, WV",District #15,East,WV,26120
"Mineral Wells, WV",District #15,East,WV,26121
"Mineral Wells, WV",District #15,East,WV,26150
"Mineral, CA",District #35,West,CA,96063
"Mineral, IL",District #27,Central,IL,61344
"Mineral, TX",District #23,Central,TX,78125
"Mineral, VA",District #07,East,VA,23117
"Mineral, WA",District #34,West,WA,98355
"Minersville, PA",District #03,East,PA,17954
"Minersville, UT",District #33,West,UT,84752
"Minerva, KY",District #16,East,KY,41062
"Minerva, NY",District #01,East,NY,12851
"Minerva, OH",District #14,East,OH,44657
"Minetto, NY",District #01,East,NY,13115
"Mineville, NY",District #01,East,NY,12956
"Minford, OH",District #15,East,OH,45653
"Mingo Junction, OH",District #13,East,OH,43938
"Mingo, IA",District #30,Central,IA,50168
"Mingo, OH",District #15,East,OH,43047
"Mingoville, PA",District #06,East,PA,16856
"Mingus, TX",District #22,Central,TX,76463
"Minidoka, ID",District #33,West,ID,83343
"Minier, IL",District #29,Central,IL,61759
"Minisink Hills, PA",District #03,East,PA,18341
"Minneapolis, KS",District #21,Central,KS,67467
"Minneapolis, MN",District #28,Central,MN,55401
"Minneapolis, MN",District #28,Central,MN,55402
"Minneapolis, MN",District #28,Central,MN,55403
"Minneapolis, MN",District #28,Central,MN,55404
"Minneapolis, MN",District #28,Central,MN,55405
"Minneapolis, MN",District #28,Central,MN,55406
"Minneapolis, MN",District #28,Central,MN,55407
"Minneapolis, MN",District #28,Central,MN,55408
"Minneapolis, MN",District #28,Central,MN,55409
"Minneapolis, MN",District #28,Central,MN,55410
"Minneapolis, MN",District #28,Central,MN,55411
"Minneapolis, MN",District #28,Central,MN,55412
"Minneapolis, MN",District #28,Central,MN,55413
"Minneapolis, MN",District #28,Central,MN,55414
"Minneapolis, MN",District #28,Central,MN,55415
"Minneapolis, MN",District #28,Central,MN,55416
"Minneapolis, MN",District #28,Central,MN,55417
"Minneapolis, MN",District #28,Central,MN,55418
"Minneapolis, MN",District #28,Central,MN,55419
"Minneapolis, MN",District #28,Central,MN,55420
"Minneapolis, MN",District #28,Central,MN,55421
"Minneapolis, MN",District #28,Central,MN,55422
"Minneapolis, MN",District #28,Central,MN,55423
"Minneapolis, MN",District #28,Central,MN,55424
"Minneapolis, MN",District #28,Central,MN,55425
"Minneapolis, MN",District #28,Central,MN,55426
"Minneapolis, MN",District #28,Central,MN,55427
"Minneapolis, MN",District #28,Central,MN,55428
"Minneapolis, MN",District #28,Central,MN,55429
"Minneapolis, MN",District #28,Central,MN,55430
"Minneapolis, MN",District #28,Central,MN,55431
"Minneapolis, MN",District #28,Central,MN,55432
"Minneapolis, MN",District #28,Central,MN,55433
"Minneapolis, MN",District #28,Central,MN,55434
"Minneapolis, MN",District #28,Central,MN,55435
"Minneapolis, MN",District #28,Central,MN,55436
"Minneapolis, MN",District #28,Central,MN,55437
"Minneapolis, MN",District #28,Central,MN,55438
"Minneapolis, MN",District #28,Central,MN,55439
"Minneapolis, MN",District #28,Central,MN,55440
"Minneapolis, MN",District #28,Central,MN,55441
"Minneapolis, MN",District #28,Central,MN,55442
"Minneapolis, MN",District #28,Central,MN,55443
"Minneapolis, MN",District #28,Central,MN,55444
"Minneapolis, MN",District #28,Central,MN,55445
"Minneapolis, MN",District #28,Central,MN,55446
"Minneapolis, MN",District #28,Central,MN,55447
"Minneapolis, MN",District #28,Central,MN,55448
"Minneapolis, MN",District #28,Central,MN,55449
"Minneapolis, MN",District #28,Central,MN,55450
"Minneapolis, MN",District #28,Central,MN,55454
"Minneapolis, MN",District #28,Central,MN,55455
"Minneapolis, MN",District #28,Central,MN,55458
"Minneapolis, MN",District #28,Central,MN,55459
"Minneapolis, MN",District #28,Central,MN,55460
"Minneapolis, MN",District #28,Central,MN,55467
"Minneapolis, MN",District #28,Central,MN,55470
"Minneapolis, MN",District #28,Central,MN,55472
"Minneapolis, MN",District #28,Central,MN,55473
"Minneapolis, MN",District #28,Central,MN,55474
"Minneapolis, MN",District #28,Central,MN,55478
"Minneapolis, MN",District #28,Central,MN,55479
"Minneapolis, MN",District #28,Central,MN,55480
"Minneapolis, MN",District #28,Central,MN,55483
"Minneapolis, MN",District #28,Central,MN,55484
"Minneapolis, MN",District #28,Central,MN,55485
"Minneapolis, MN",District #28,Central,MN,55486
"Minneapolis, MN",District #28,Central,MN,55487
"Minneapolis, MN",District #28,Central,MN,55488
"Minneapolis, NC",District #19,East,NC,28652
"Minneola, FL",District #12,East,FL,34755
"Minneola, KS",District #21,Central,KS,67865
"Minneota, MN",District #32,Central,MN,56264
"Minnesota City, MN",District #27,Central,MN,55959
"Minnesota Lake, MN",District #28,Central,MN,56068
"Minnetonka Beach, MN",District #28,Central,MN,55361
"Minnetonka, MN",District #28,Central,MN,55345
"Minnewaukan, ND",District #32,Central,ND,58351
"Minnie, KY",District #19,East,KY,41651
"Minoa, NY",District #01,East,NY,13116
"Minocqua, WI",District #26,Central,WI,54548
"Minong, WI",District #28,Central,WI,54859
"Minonk, IL",District #29,Central,IL,61760
"Minooka, IL",District #31,Central,IL,60447
"Minor Hill, TN",District #19,East,TN,38473
"Minot Afb, ND",District #32,Central,ND,58704
"Minot Afb, ND",District #32,Central,ND,58705
"Minot, MA",District #02,East,MA,02055
"Minot, ND",District #32,Central,ND,58701
"Minot, ND",District #32,Central,ND,58702
"Minot, ND",District #32,Central,ND,58703
"Minot, ND",District #32,Central,ND,58707
"Minotola, NJ",District #04,East,NJ,08341
"Minster, OH",District #16,East,OH,45865
"Mint Spring, VA",District #07,East,VA,24463
"Minter City, MS",District #25,Central,MS,38944
"Minter, AL",District #09,East,AL,36761
"Minto, AK",District #34,West,AK,99758
"Minto, ND",District #32,Central,ND,58261
"Minturn, AR",District #25,Central,AR,72445
"Minturn, CO",District #20,Central,CO,81645
"Mio, MI",District #18,East,MI,48647
"Mira Loma, CA",District #38,West,CA,91752
"Miracle, KY",District #19,East,KY,40856
"Miramar Beach, FL",District #09,East,FL,32550
"Miramonte, CA",District #36,West,CA,93641
"Miranda, CA",District #35,West,CA,95553
"Mirando City, TX",District #23,Central,TX,78369
"Misenheimer, NC",District #11,East,NC,28109
"Mishawaka, IN",District #17,East,IN,46544
"Mishawaka, IN",District #17,East,IN,46545
"Mishawaka, IN",District #17,East,IN,46546
"Mishicot, WI",District #26,Central,WI,54228
"Mission Hill, SD",District #32,Central,SD,57046
"Mission Hills, CA",District #37,West,CA,91345
"Mission Hills, CA",District #37,West,CA,91346
"Mission Hills, CA",District #37,West,CA,91395
"Mission Viejo, CA",District #37,West,CA,92690
"Mission Viejo, CA",District #37,West,CA,92691
"Mission Viejo, CA",District #37,West,CA,92692
"Mission, KS",District #30,Central,KS,66201
